CustID	DUALPLAY	FRAGILITE	TV	TOY	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Var31	Var32	Var33	Var34	Var35	Var36	Var37	Var38	Var39	Var40	Var41	Var42	Var43	Var44	Var45	Var46	Var47	Var48	Var49	Var50	Var51	Var52	Var53	Var54	Var55	Var56	Var57	Var58	Var59	Var60	Var61	Var62	Var63	Var64	Var65	Var66	Var67	Var68	Var69	Var70	Var71	Var72	Var73	Var74	Var75	Var76	Var77	Var78	Var79	Var80	Var81	Var82	Var83	Var84	Var85	Var86	Var87	Var88	Var89	Var90	Var91	Var92	Var93	Var94	Var95	Var96	Var97	Var98	Var99	Var100	Var101	Var102	Var103	Var104	Var105	Var106	Var107	Var108	Var109	Var110	Var111	Var112	Var113	Var114	Var115	Var116	Var117	Var118	Var119	Var120	Var121	Var122	Var123	Var124	Var125	Var126	Var127	Var128	Var129	Var130	Var131	Var132	Var133	Var134	Var135	Var136	Var137	Var138	Var139	Var140	Var141	Var142	Var143	Var144	Var145	Var146	Var147	Var148	Var149	Var150	Var151	Var152	Var153	Var154	Var155	Var156	Var157	Var158	Var159	Var160	Var161	Var162	Var163	Var164	Var165	Var166	Var167	Var168	Var169	Var170	Var171	Var172	Var173	Var174	Var175	Var176	Var177	Var178	Var179	Var180	Var181	Var182	Var183	Var184	Var185	Var186	Var187	Var188	Var189	Var190	Var191	Var192	Var193	Var194	Var195	Var196	Var197	Var198	Var199	Var200	Var201	Var202	Var203	Var204	Var205	Var206	Var207	Var208	Var209	Var210	Var211	Var212	Var213	Var214	Var215	Var216	Var217	Var218	Var219	Var220	Var221	Var222	Var223	Var224	Var225	Var226	Var227	Var228	Var229	Var230
00110	0	0	0	0						1659	7						172								212	265		8	104			299.52							0			951018						0													1.369366								9							3	76	0		1460808		0			52389		25		10									38283															48			56	98626						845				30		83988	-10						0	2823225	573656						800			0	27					977760				5704880							36			680802										0								0								348			etYt0G8EIb	RO12		taul	1K8T	2Ix5	gwY4NQF	Iibp4Nm3uQ	QK2KKK8		XXff	9_Y1	k13i	09_Q	itlM	me75fM6ugJ	kIsH		uKAI	Mtgm	XfqtO3UdzaXh_		ig1Vzzn		11p4mKe	lqiJ	cJvF	FzaX	t5EoLzk	oslk	ag5iNPX	LM8l689qOp		ELof	fKCe	RAYp	F2FyR07IdsN7I	am7c	
00111	0	0	1	0						2478	7						2152								132	165		2	8			252.88							0			2040234						0													2.414655								9							3	38	35		4147200		0			70540.2		15		2									71355															40			48	426932						1495				24		2214	14						0	7529300	15894						400			0	9					101367				10583720							36			86886										0								0								162			GcUt0G8rTN	RO12		taul	1K8T	NF63	bV9grxB	ZIX6Y9cVy5			A6xB	9_Y1	k13i	sJzTlal	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	g2AX	UYBR	FzaX	6JW488r	oslk	b6TozkN	LM8l689qOp			fKCe	RAYp	F2FyR07IdsN7I		
00112	0	0	0	0						1267	7						468								200	250		6	32			166.56							0			329322						0													5.597308								9								60	91		682472		0			10249.8		25		12																								96			104	43227.6						670				66		106254							0	212130	6144						1330			0	9					94430				835328							22			80286										0								0								360			uGLq9ayE15	RO12		taul	1K8T	yYar	z8FO0dd	hCdK	V7Hu5KJ		G1LC	9_Y1	QBpP	VpdQ	haYg	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		xPiVzzn		XTbPUYD	UwXj	cJvF	FzaX	ZoXfR8o	oslk	IKPOtEt	jySVZNlOJy		ELof	7P5s	RAYp	F2FyR07IdsN7I	mj86	
00113	0	0	0	1					120250					0						169.4							0			0	0						0																								6.480453			0	0						0		2070045	520401	24		10							0											16		2				0						7				0				345007.8		-1507112							12						-22													64976							0	0	32			0						0									7						0																	174			AhzOj17IEC	RO12		taul	1K8T	ZSv9	ClIuMXJ	3cO76t0			OXmF	9_Y1	iVbl	VpdQ		me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L	KdSa			NGZxnJM	cONf	cJvF	FzaX	taaOZ4E	oslk	KBgRDbC	LM8l689qOp			7aLG	RAYp	F2FyR07IdsN7I		
00114	0	0	0	1						441	7						72								96	120		0	24			200							0			0						0							32366.96						6.072206								9							3	56	126		113232		3			18092.01		0		8									3186															0			24	-26261.44						260				0		720	32						16	1333415	55730						835			0	9					0				1260216							28			38112										0								7											AUUt0GoOh3	AERks4l		taul	1K8T	JLbT	PHNvXy8	Oe4E7cR6Kt	ODLlP8x		h0cA	9_Y1	rGJy	VpdQ	haYg	NKv3VA1BpP	kIsH		uKAI	L84s	Ie_5MZs		KPBNZfq		teAY_NX	nLOC	cJvF	FzaX	UF16siJ	zCkv	APgdzOv	LM8l689qOp		ELof	Qu4f	6fzt	xwM2aC7IdeMC0	mj86	
00115	0	0	0	0				0													5	0	0																		0																				3.458876																8									0						5											0		0					0							-2012448				0							0		-16	0	7							216.86			0							6					198500		0			0			0			0			0	0						357300			0					0			238200									r__I	tr0Wq69cTy	RO12		taul	1K8T	pdks	RxDMhNR	BBhiudN5VwCx3			pI82	9_Y1	Px52	VpdQ		me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				7WwCtIM	gqzm	cJvF	FzaX	Y578iqZ	oslk	BG5Rt2K	LM8l689qOp			PM2D	RAYp	F2FyR07IdsN7I		
00116	0	0	0	0						1414	7						152								188	235		0	16			186.64							0			9495540						0													0.8408459								18							3	130	77		1181832		0			111482.1		40		0									477222															64			88	109647.2						570				120		140742							0	270150	143034						2750			0	18					0				9663200							12			0										0								0											a4vvyxLkBI	2Knk1KF		taul	1K8T	ssAy	PHNvXy8	daiGnRstPa	qVbBuBc		xj7V	9_Y1	_r21	09_Q	kxE9	NKv3VA1BpP	kIsH		uKAI	L84s	Ie_5MZs		JuZVXAP		teAjUwW	9V2t	cJvF	FzaX	UF16siJ	zCkv	APgdzOv	M_8D		ELof	xb3V	6fzt	Zy3gnGM	am7c	
00117	0	1	0	0						525	7						40								164	205		0	56			292.08							0			3320100						0													1.706687								9							3	74	0		1490168		0			46683.6		15		6									46530															24			24	718804						530				78		34326	4						0	2753980	556138						1365			0	18					0				7713880							24			1050996										0								0								474			DHevyx7IEC	RO12	SEuy	taul	1K8T	487l	gNIaOJ7	jt3xMpI_cxIIW	6UT40vk	smXZ	wvRZ	9_Y1	RcM7		kxE9	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		vcBT3CT		11p4mKe	mZRF	cJvF	FzaX	ZLOfc8E	oslk	T63AwsZ	LM8l689qOp		kG3k	szEZ	RAYp	F2FyR07IdsN7I	am7c	
00118	0	0	0	0						777	7						3280								124	155		0	0			286.96							0			0						0													4.509079								9								40	1372		5529600		0			230352.6		0		0																								32			64	134140.4						505				0		22284	16						0	9901550	0						565			0	18					0				10686040							46			0										0								0								432			TfiWq69R_D	RO12		taul	1K8T	JLbT	hHJdCrr	_DLXGZ6			nyZz	9_Y1	RVjC	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				7Ww66JZ	bru6	UYBR		h724_jR	oslk	zUldlhv				FSa2	RAYp	F2FyR07IdsN7I		
00119	0	0	0	0						770	7						192								132	165		0	56			320.4							0			227010						0													3.876309								9							3	154	7		3456000		0			161776.5		5		8									46707															32			40	92404						800				6		11952	6						0	5606200	1209600						70			0	18					0				10358360							30			2073600										0								0											uGLq9ayE15	AERks4l		taul	1K8T	z32l	fhk21Ss	UFIdC8I	y_CYeCk		F0uC	9_Y1	000J	VpdQ	wMei	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	4kVnq_T26xq1p		dRvb4qZ		ORMqC5o	AX_p	cJvF	FzaX	4UxGlow	zCkv	catzS2D	LM8l689qOp		ELof	7P5s	ZI9m	ib5G6X1eUxUn6	mj86	
0011A	0	0	0	0					265225					908784						120.88							75			0	0						249111																								2.982055			63	80						0		3828492	0	426		10							162267											284		2				0						0				0				35948.28		-1561484							96						-26													434556							0	2	568			16						144									133						7																				8Iqt0G8rTN	RO12		taul	1K8T	2Ix5	voX4XxH	bGUqwlz			dHOn	9_Y1	k13i	VpdQ		me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L	KdSa			mAja5EA	fmpb	UYBR	FzaX	_Mc87dl	oslk	Bfv7kpB	LM8l689qOp			fKCe	RAYp	F2FyR07IdsN7I		
0011B	0	0	0	0						889	7						8								132	165		0	0			286.96							0			1558824						0													5.131596								9							3	36	0		4838400		0			187659.9		5		2									744															32			56	534180						520				24		144	-26						0	8596600	0						20			0	9					0				10813160							40			197766										0								0											4e7gUH7IEC	RO12		taul	1K8T	P9et	7UBxJVj	o64y9zI			BGAR	9_Y1	m_h1	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kZJyVg2	8JTE	UYBR	FzaX	07mmflk	oslk	NNyRUH6	LM8l689qOp			WqMG	RAYp	F2FyR07IdsN7I		
0011C	0	0	0	0						1540	7						3244								396	495		8	80			133.12							0			868794						0													5.533433								9							3	60	21		62992		0			29099.49		5		10									88854															56			80	-64961.6						1115				66		1053							0	190460	15186						3095			0	0					11277				831340							124			56190										0								0											4bwt0GoOh3	RO12	SEuy	taul	1K8T	g6No	6LkJ26Z	zA2IZno2NK	yN1yLMc	smXZ	gUeG	9_Y1	Z5OU	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		OJVvops		TDceha3	rToG	UYBR	FzaX	OTguLpj	oslk	lv86Kfh	LM8l689qOp		xG3x	Qu4f	RAYp	F2FyR07IdsN7I	mj86	
0011D	0	0	0	0	0								14			8																	0	5											21						0			0			0				2.639393	0				9	6	13206.51		28							4				0									128678	0			0								1245440		0								1245440		6			-3871592			0					2					-20			0		0					170002.8	0					0												1754488		49												310.8												4165070						6	6					8Iqt0G8rTN	RO12		taul	1K8T	2Ix5	ZtMq7Fq	itSGh3t			_QJl	9_Y1	e7QV	VpdQ		me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L			eGzu	7WwCtIM	vhTw	cJvF	FzaX	lbrVHK6	oslk	_sz_44J	LM8l689qOp			fKCe	RAYp	F2FyR07IdsN7I		
0011E	0	0	0	0						5166	14						1536								376	470		8	136			168.8							0			0						0													1.745781								18							6	76	56		294784		0			12486.03		15		32									342030															144			264	2654.428						1755				0		41247	26						0	336720	174310						4815			0	9					44912				932176							50			168822										0								0											xddq9ayfAo	RO12		taul	1K8T	z32l	9GJGgoz	CRw0ebVJqP	G6OlVCy		UmBx	9_Y1	vm5R	VpdQ	wMei	Kxdu	kIsH		uKAI	L84s	FMSzZ91zL2		xGy1C_N		11pMkO_	fa7X	cJvF	FzaX	Tvpip6Z	zCkv	hHJsvbM	LM8l689qOp		ELof	7P5s	6fzt	JnGLH58smNxIYcGK39k	mj86	
0011F	0	0	0	0						1372	0						60								244	305		2	176			133.12							0			27990						0													6.315104								9								178	0		245864		0			5955.45		0		14																								48			88	-1651924						780				6		38250	-20						0	124380	84858						0			0	18					14581				501872							40			136590										0								0								312			avkq9ayfAo	2Knk1KF		taul	1K8T	LZs_	fhk21Ss	ZZ7H_hi	ZtnSw_O		gTUb	9_Y1	000J	VpdQ	hAFG	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	Mtgm	XfqtO3UdzaXh_		_GD3Zc7		beKPUYD	NZJX	cJvF	FzaX	4UxGlow	oslk	catzS2D	LM8l689qOp		ELof	7P5s	ZI9m	iyHGyLCEkQ	mj86	
00120	0	0	0	0						630	35						17608								156	195		2	128			166.56							0			0						0													1.684255								45								202	399		1036392		0			18416.61		5		2																								40			40	274595.2						350				0		16551							0	856895	414310						540			0	54					116368				2040548							32			7626										0								0											NESWq69R_D	ByQdnLRlFnny2k4AJzG		CiJDdr4TQ0rGERIS	1K8T	JLbT	fhk21Ss	9HOPNsJ			dHcT	9_Y1	z5Ry	09_Q	y6dw	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	iwn6				uZLM33k	2aej	UYBR	FzaX	4UxGlow	QKW8DRm	catzS2D	LM8l689qOp			FSa2	ZI9m	NoEd	am7c	
00121	0	1	0	1						595	7						28								132	165		0	0			220.08							0			1580790						0													5.75988								9								30	0		4838400		0			228633.6		5		2																								32			56	254015.2						500				30		35577	4						0	8208000	0						55			0	0					0				10508040							38			184482										0								0								444			DHevyx7IEC	e6CkoqApVR		taul	1K8T	hM6W	9GJGgoz	q2tfFQq			KXGE	9_Y1	RcM7	VpdQ	IYzP	Kxdu	kIsH		uKAI	L84s	FMSzZ91zL2				mAjj1AH	lZBb	cJvF		Tvpip6Z	zCkv	hHJsvbM				szEZ	6fzt	F2FcTt7IdMT_v		
00122	0	0	0	0						714	7						3128								112	140		0	0			220.48							0			3275376						0													0.6052126								9								102	42		4146920		0			172721.4		10		0																								32			48	-302150.4						405				48		101610	4						0	4846790	0						2565			0	9					0				8825640							24			0										0								0											lAFgUHEmnE	2Knk1KF		taul	1K8T	L_LK	ON5Ou9e	Fat4oP5	NdsZGt8		ycAW	9_Y1	em8I	VpdQ	69fI	DHn_WUyBhW_whjA88g9bvA64_	kIsH		g5HH	L84s	I6KzrtUCei		FhzGJt6		kZJ7osE	Ijs4	cJvF	FzaX	p40KIAf	zCkv	C6OGkwT	LM8l689qOp			me1d	02N6s8f	Zy3gnGM		
00123	0	0	0	1						868	7						224								48	60		0	0			178.8							0			8288340						0													3.142918								9							3	60	0		5211576		0			173678.4		0		0									93243															8			16	346041.2						690				42		819	4						0	3305710	0						155			0	27					0				10775920							6			0										0								0								228			yaKt0Go8Lb	RO12		taul	1K8T	ssAy	6CXYbuk	y2LuFUfSEo	V7HJpaL		fSFh	9_Y1	MGOA	VpdQ	43pnToF	Kxdu	kIsH		uKAI	L84s	9pUnzWLbztKTo		fy7vGFR		TDc92TK	HkrT	UYBR	FzaX	ROeipLp	zCkv	K2SqEo9	LM8l689qOp		ELof	Qu4f	6fzt	am14IcfM7tWLrUmRT52KtA	mj86	
00124	0	0	0	1						1904	7						1588								140	175		0	0			186.64							0			4582140						0													6.035676								9							3	90	49		4147200		0			114210.9		15		2									85659															32			48	113124.8						1290				60		14265							0	5580400	0						3200			0	9					0				10454200							30			76320										0								0								156			Y3tqrQKzJV	RO12	SEuy	taul	1K8T	lK27	9GJGgoz	jzURkmM	EAsMQzV	smXZ	ihqY	9_Y1	15m3	VpdQ	sYC_	Kxdu	kIsH		uKAI	L84s	FMSzZ91zL2		XxjQ66E		NGZkjXV	3W6_	cJvF	FzaX	Tvpip6Z	zCkv	hHJsvbM	LM8l689qOp		xG3x	FSa2	6fzt	SbOd7O8ky1wGNxp0Arj0Xs	mj86	
00125	0	0	0	1						966	21						5000								184	230		2	72			250.16							0			458424						0													2.730827								27							9	138	77		2690896		0			69473.09		10		2									108450															40			64	237350.8						655				72		21699							0	1779895	135464						3820			0	0					81431				3484224							28			30414										0								0											4bwt0GoOh3	2Knk1KF		taul	1K8T	ssAy	ZtBNj4_	6JeJzqR	Fj8syEk		6YaA	9_Y1	rGJy	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		KPBVudi		beK4AFX	biMS	cJvF	FzaX	TLbNioI	oslk	W41oG9v	jySVZNlOJy		ELof	Qu4f	RAYp	55YFVY9		
00126	1	0	0	1						3192	14						5152								444	555		20	328			200							0			78024						0													6.932066								18							3	130	0		1883912		0			17840.34		35		40									6501															240			248	92357.2						3970				36		25695	-30						0	377135	680688						770			0	18					379743				3195528							12			727836										0								0											V8lt0G8rTN	2Knk1KF	SEuy	taul	1K8T	2Ix5	PHNvXy8	r83_sZi	orFkW_J	smXZ	OpiL	9_Y1	e7QV	VpdQ	6JmL	NKv3VA1BpP	kIsH		uKAI	L84s	Ie_5MZs		99u62f5		teAY_NX	w6aT	UYBR	FzaX	UF16siJ	zCkv	APgdzOv	LM8l689qOp		xG3x	fKCe	6fzt	Zy3gnGM	mj86	
00127	0	0	0	0						623	0						0								124	155		6	0			186.64							0			69708						0													0.5988036								9								34	0		5529600		0			235614		0		0																								32			64	287732.4						450				6		1071							0	9504000	0						0			0	18					1814400				10414480							44			0										0								0											DHeTmBftjz	ues7INAmyjdS1vDd0YL9jU		taul	1K8T	0Xwj	6Wu7zLh	4soK8Zl3AOOCk			s_Zr	HLqf	4N0K		zm5i	7M47J5GA0pTYIFxg5uy	sBgB		uKAI	L84s	NhsEn4L				mAjYZ4g			FzaX	8c8KEbL	oslk	UQenOT8	LM8l689qOp			Qu4f	ZI9m	F2FcTt7IdMT_v		
00128	0	0	0	0						882	0						200								24	30		0	24			186.64							0			159744						0													2.421064								9								34	0		1382400		0			172830		0		0																								8			16	-2303740						250				6		12105	-18						0	0	5584						0			0	9					0				808864							0			0										0								0								276			Foxt0Go8Lb	RO12		taul	1K8T	TyGl	H9Tg2A0	V_KvNzO			t7tD	9_Y1	rGJy	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				mAjbk_S	XZu1	UYBR	FzaX	stpv4zN	oslk	YE7zrB7	LM8l689qOp			Qu4f	RAYp	F2FyR07IdsN7I		
00129	1	0	0	0						1323	7						5188								160	200		2	56			273.6							0			3071598						0													2.511429								18							6	172	469		3974520		0			174088.2		20		2									386688															40			48	179339.2						755				72		28683	-30						0	3588415	992744						18240			0	27					604800				10214040							20			475230										0								0											DHevyx7IEC	2Knk1KF		taul	1K8T	7wJ6	jMFN0hm	_UtlxbJ	gWm5KlQ		gflG	9_Y1	RcM7	VpdQ	y6dw	me75fM6ugJ	sBgB		uKAI	L84s	XfqtO3UdzaXh_		VxjFeBm		XTbPUYD	yJUt	cJvF	AU8pNoi	dbpfR8o	oslk	r1y7DIf	M_8D		ELof	szEZ	RAYp	TCU50_Yjmm6GIBZ0lL_	am7c	
0012A	0	0	0	1						1995	7						684								412	515		6	192			166.56							0			183984						0													3.904508								45							3	122	7		1182120		0			40950.9		45		18									5172															200			200	-10396.84						1485				42		5382							0	1029870	521662						765			0	9					259994				3132336							58			726198										0								0											ZSNq9aX0Db	2Knk1KF	SEuy	taul	1K8T	4fje	FJD_9E2	NFlfMbKIm3	ZeegGia	smXZ	Asx5	9_Y1	Y9Bl	09_Q	sYC_	NKv3VA1BpP	kIsH		uKAI	L84s	NjlyLMM		nxNiTlZ		OFqDzou	BCds	UYBR	FzaX	ylCK4WV	zCkv	kiBRltV	LM8l689qOp		kG3k	uWr3	6fzt	Zy3gnGM	am7c	
0012B	0	0	0	0						0	0						0								0	0			0			166.56							0			0						0													3.386456								9								62	0		0		0			0		0		0																											0	0						0				0		6327							0	0	0						0			0	0									0							0			0										0								0								294				RO12		taul	1K8T	7ALb	9GJGgoz	76j2P_OLn0	QK2nv70		P7tz	9_Y1	LqKm	VpdQ	IYzP	Kxdu	kIsH		oT7d	L84s	FMSzZ91zL2		jyAVFt0		TDcEYQ6	fRXw	cJvF		Tvpip6Z	zCkv	hHJsvbM			ELof	453m	6fzt	SbOd7O8ky1wGNxp0Arj0Xs	am7c	
0012C	0	0	0	0						16282	7						800								2896	3620		28	656			320							0			4766100						0													4.895749								18							3	126	35		2476048		0			13017.54		75		50									870															512			1208	126451.6						7470				390		95706							0	3788245	588744						215			0	9					382088				10396680							772			578508										0								0								180			a2iBLJED1x	2Knk1KF	SEuy	taul	1K8T	P9et	SkI4ewH	glRbITbnHQ	ufWXiUX	smXZ	B7dd	9_Y1	m_h1	VpdQ	sYC_	me75fM6ugJ	kIsH		3av_	L84s	NhsEn4L		zKxFxR4		beK4AFX	KS5g	UYBR	Lmli	wIfOw16	oslk	PXpQv5o	jySVZNlOJy		kG3k	WqMG	RAYp	55YFVY9	am7c	
0012D	0	0	0	0						2114	7						464								220	275		2	184			200							0			60714						0													4.870327								9								50	119		533280		0			9076.17		0		18																								80			112	-54864						980				36		31365	26						0	110815	285630						2160			0	0					138971				1288664							6			482454										0								0											zKnr4RXktW	RO12	SEuy	taul	1K8T	ChAX	cmPXOhW	yLQAOyh7V8	v2hR4ve	smXZ	zuv2	9_Y1	Zazx	09_Q	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		oVxTqqt		kZJtVhC	WMli	UYBR	FzaX	tjWYlW4	oslk	T_gzrB7	LM8l689qOp		kG3k	Xa3G	RAYp	F2FyR07IdsN7I	mj86	
0012E	0	0	0	1						931	7						180								224	280		4	152			203.36							0			0						0													0.3960692								9							3	132	0		1419848		0			41576.4		0		6									2604															48			56	-29517.28						810				0		80037							0	2788955	375314						1755			0	36					285292				3936504							54			367182										0								0								360			avkq9ayfAo	2Knk1KF		taul	1K8T	z32l	MvUxJVj	FoJylxy	V7B7_F6		JM4Q	9_Y1	kJJ7	VpdQ	kxE9	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		0Wybgcr		XTbPUYD	HYhW	cJvF	AU8pNoi	cXse4eD	oslk	qWj5Ui8	LM8l689qOp		ELof	7P5s	RAYp	55YFVY9	am7c	
0012F	0	0	0	1						434	21						9968								32	40		0	32			166.56							0			0						0													3.424055								27							9	102	105		0		0			20065.89		0		6									58548															8			0	-41022.4						185				0		7668							0	5115	24438						5345			0	9					0				242116							2			283722										0								0											Qu0TmBQZiT	RO12	SEuy	taul	1K8T	lK27	A4fCIek	k10MzgT	jFHBABj	smXZ	LJAR	9_Y1	TjV7	VpdQ	sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		9dZVOFK		beK4AFX	L_60	UYBR	AU8_WTd	9qlYlW4	oslk	QIhOTZB	jySVZNlOJy		kG3k	FSa2	RAYp	F2FyR07IdsN7I		
00130	0	0	0	1						1120	7						2956								220	275		8	160			200							0			22848						0													4.393933								18							3	134	434		1733816		0			62169.6		0		10									135393															40			64	-56477.6						775				18		37440							0	1183725	486268						295			0	36					1165017				3438160							38			954756										0								0								228			1JGr4RKzJV	2Knk1KF	SEuy	taul	1K8T	AHgj	0v27GMk	9YuuPSz3BI	YrWLjI7	smXZ	Szai	9_Y1	C6Eu	VpdQ	haYg	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		JeqLeC_		XTbPUYD	Z8QR	cJvF	FzaX	YBh0nTz	oslk	J_tzF_Q	LM8l689qOp		xG3x	rgKb	RAYp	55YFVY9	mj86	
00131	0	0	0	0						889	7						1528								172	215		8	104			166.56							0			70032						0													1.543046								9								94	42		1539536		0			78983.7		0		6																								64			80	34791.44						600				12		36342	46						0	1035630	557038						3960			0	18					909790				3280952							30			782874										0								0								312			ypNt0Go8Lb	RO12	SEuy	taul	1K8T	ffXs	u6iViyY	yEFIHeU	472WOvK	smXZ	4bTR	9_Y1	MGOA	VpdQ	sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		q_TaBy7		beK4AFX	bHR7	UYBR	FzaX	um1fql_	oslk	pm_TE6Y	LM8l689qOp		kG3k	Qu4f	RAYp	F2FyR07IdsN7I	mj86	
00132	0	0	0	1						896	7						0								144	180		0	32			253.52							0			5538780						0													4.082675								9								46	0		2567112		0			201726.9		20		6																								32			40	63710.8						520				72		2952	-30						0	2870760	633610						300			0	27					0				10599440							16			1188450										0								0											hSogUHXZeb	RO12		taul	1K8T	pE9z	ks5A1LJ	daiGnRstPa			io2h	9_Y1	STGZ	09_Q	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAjbk_S	H4T6	UYBR	wwPEXoilkr	pHXA5lA	oslk	wYvXbDK	LM8l689qOp			453m	RAYp	F2FyR07IdsN7I	am7c	
00133	0	0	0	0						2457	7						20								588	735		6	56			320.8							0			7763580						0													1.105747								9							3	126	7		622808		0			72734.09		135		4									4266															112			104	62917.2						910				222		2349							0	2411445	197474						155			0	9					47607				10478120							122			519300										0								0								324			1KSTmBQxul	2Knk1KF	SEuy	taul	1K8T	PGNs	Q9Rq8UC	Q50Ydp0	VUPLQcL	smXZ	EudX	9_Y1	TjV7	09_Q	sYC_	me75fM6ugJ	kIsH		7A3j	L84s	NhsEn4L		ZjcQmg6		beK4AFX	fcKm	UYBR	FzaX	NRwYlW4	oslk	zwFAGfT	LM8l689qOp		kG3k	FSa2	RAYp	55YFVY9		
00134	1	0	0	0						637	0						0								44	55		0	32			220.08							0			1290054						0													4.580645								9								44	0		361608		0			186992.4		0		2																								8			8	-1010240						400				18		4410	-30						0	517345	561100						0			0	9					0				2922516							4			518400										0								0											vAsTmBfHUn	RO12		taul	1K8T	0Xwj	jZ0kHY6	nu5cwYj			bpWZ	HLqf	4N0K	VpdQ	zm5i	me75fM6ugJ	sBgB		uKAI	L84s	NhsEn4L				mAjbk_S	D27j	cJvF	FzaX	PCSKsQe	oslk	TZoq6Bf	M_8D			Qu4f	RAYp	F2FyR07IdsN7I		
00135	0	0	0	1						1554	28						10308								276	345		10	192			166.56							0			13776						0													4.78637								36							12	130	693		631864		0			28918.89		0		20									103854															136			96	-107233.2						1235				30		62316							0	302765	274802						3100			0	9					469707				1794484							36			1016328										0								0								336			HrWrjIXt5a	2Knk1KF	SEuy	taul	1K8T	vsvk	x8bu1hQ	yEFIHeU	rD5nH4a	smXZ	poYt	9_Y1	nr0d		sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		amOQmg6		beK4AFX	OJXL	cJvF	qxDb	Ik2OhQy	oslk	u4HRusu	LM8l689qOp		xG3x	5Acm	RAYp	55YFVY9	mj86	
00136	0	0	0	0						945	21						4456								168	210		8	104			166.56							0			518400						0													1.220466								27							9	154	329		1538376		0			36326.1		0		12									19947															40			64	376265.6						490				6		45954							0	2457930	224478						1065			0	18					788487				4231480							28			1052070										0								0											zcROj17IEC	2Knk1KF		taul	1K8T	oXaB	fhk21Ss	zhvSTtf	nDzaSVR		nzzf	9_Y1	zfpA	VpdQ	haYg	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	Ie_5MZs		omaP2HH		CWNY2py	ub8D	cJvF	FzaX	4UxGlow	zCkv	catzS2D	LM8l689qOp		ELof	7aLG	ZI9m	TCU50_Yjmm6GIBZ0lL_	am7c	
00137	0	0	1	0						924	7						4168								124	155		0	0			299.12							0			11404800						0													4.951933								18							3	156	1050		0		0			134777.4		45		0									45561															32			0	145032						990				132		144720							0	0	0						3605			0	18					0				10700800							0			0										0								0								288			tr0gUH7ejg	2Knk1KF	SEuy	LfvqpCtLOY	1K8T	0Xwj	nLJ0ibt	3X0xOLn	Pjyfrcm	smXZ	8V5L	HLqf	m_h1	09_Q	haYg	7M47J5GA0pTYIFxg5uy	sBgB		uKAI	L84s	XfqtO3UdzaXh_		ZIaob9p		XTbIt4R	9ueV	UYBR		sy79Ncd	oslk	IEQTy9x			kG3k	WqMG	RAYp	TCU50_Yjmm6GIBZ0lL_	am7c	
00138	0	0	0	0						791	14						4488								128	160		0	8			173.28							0			3015336						0													5.224311								27							6	156	42		4147200		0			225965.1		10		0									49587															32			48	120427.6						465				36		6732							0	6917950	93812						400			0	36					0				10497000							34			0										0								0											oyGrjIXt5a	onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890	SEuy	taul	1K8T	vsvk	fqeOwLG	FsDMvLF	H3Jj2N2	smXZ	6MIe	9_Y1	EKFb	09_Q	CoYW	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	XfqtO3UdzaXh_		MlbN9CF		XTbPUYD	RGeW	UYBR	FzaX	fxJmel6	oslk	WfsWw2A	LM8l689qOp		kG3k	5Acm	ZI9m	iyHGyLCEkQ	mj86	
